hash,msg,is_bugfix,n_files
4cb985df1638241c40c48b3637d6663652f12fcf,"Added a ""suggested reading order"" to the README (fixes #136 -- thanks paolo!).  Also reworded some of the language in the README and added pointers to the various help resources.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@271 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
841b42624365e573b5da8d020931bdb93e7ebc47,"Cleaned up [269] a tiny bit

git-svn-id: http://code.djangoproject.com/svn/django/trunk@272 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
3ff931848e1c9261021db35eac9381c5c40c55d4,"Fixed #138 -- Thanks, paolo

git-svn-id: http://code.djangoproject.com/svn/django/trunk@273 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
8aa16458126f48a474a0f17b225abb822e11790e,"Changed tutorial docs to account for auto-reload on the development server

git-svn-id: http://code.djangoproject.com/svn/django/trunk@274 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
52d761cc7a2296e75f4e97e1c0e501f2623fe08c,"Fixed #135 -- Added 'Multiple Django installations on the same Apache' to docs/mod_python.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@275 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
78cff1837aed5fccb35e378bd2dd27a3d09a7a00,"Refactor dictfetch* methods from mysql backend out into a seperate module; this is so that future db backends that need these functions can share them.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@276 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
7af62f48e33c5e392b6978607e312f4e033f1de4,"Added note about using different settings modules in the same virtual host
(thanks steadicat).


git-svn-id: http://code.djangoproject.com/svn/django/trunk@277 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8a285ec790ab0ec4e19c730d17725183490ad81f,"Fixed ReST bug in [277]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@278 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
2dfea67e341903a1e63f93010f1a007b085696b0,"No, [278] missed the actual bug; this should fix it

git-svn-id: http://code.djangoproject.com/svn/django/trunk@279 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
6bb7c50143c99e22251d7525500a2f2a6ef6ac00,"Rolled comments on tutorial 3 into document and cleaned up a few things.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@280 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
df6feb54f2e962d2ecaab370514f764317de1acf,"Rolled comments on faq into the FAQ

git-svn-id: http://code.djangoproject.com/svn/django/trunk@281 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
96d69c5b5faa07c3be471b9a9c849b40a305e5f4,"Updated url dispatch docs to make it more clear that the prefix need not end in a dot

git-svn-id: http://code.djangoproject.com/svn/django/trunk@282 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
18749c00602edeafd0b10da807ec55767fd6a6c8,"Rolled a number of comments into documentation; thanks to all those who contributed.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@283 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
8b58f8b3ae51910b4399209e729ffb9fee394f83,"Fixed #141 -- thanks sdelatorre@gmail.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@284 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
f8e5df6d7ebdd5dd48ee56645fc008928b478358,"Fixed spelling error and reworded mod_python PythonInterpreter section of docs

git-svn-id: http://code.djangoproject.com/svn/django/trunk@285 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
9c3c0bed334ce5db7156128d5639182bb4170315,"Fixed typos in docs/url_dispatch from [282]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@286 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
dbfb35b54225b7f3cf188ea6dba143a589924a0f,"Fixed #145 -- Changed admin logout to use views.auth.login.logout, which uses redirects to ensure cookies aren't stale. Thanks, sdelatorre@gmail.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@287 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,3
e320a0936e4c846e7332bcacc533dda19dad6783,"Added sqlite3 database backend -- somewhat tested, but probably not 100% perfect.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@288 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
a1f479e080314b1ea957d4eedb7b091184ae0f55,"Fixed #147 -- Thanks, Robin Munn!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@289 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
2d3def9fa29422b2acd2380d84c1d4c0c2e1b331,"Tiny code compression in django.views.admin.main

git-svn-id: http://code.djangoproject.com/svn/django/trunk@290 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
05bdb8d64b7f539b7c6ffcd5d7c4ef9b3406c657,"Fixed a legacy ordering_tuple --> order_by renaming in core.paginator

git-svn-id: http://code.djangoproject.com/svn/django/trunk@291 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
8b3c05afa55f963d6e966707737cbc639f697239,"Fixed #146 -- Changed order_by and ordering parameters to be less verbose. The old syntax is still supported but will not be supported by first release.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@292 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,7
837a64565b2494d3cac6909b070cb29c567b786c,"Django now outputs a warning if you use old ordering syntax

git-svn-id: http://code.djangoproject.com/svn/django/trunk@293 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8ef422d070ecd19ab285282430b174513736aa9d,"Added password reset templates to admin_templates


git-svn-id: http://code.djangoproject.com/svn/django/trunk@294 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,5
f1f952761e6c20ec59a58c377a68c3a3c357773c,"Uncommented link to Change password now that it works


git-svn-id: http://code.djangoproject.com/svn/django/trunk@295 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
79026a6e224250612c76ecf8cfa33c519983e70e,"Fixed #156 -- Fixed admin changelist bug as a result of ordering syntax change

git-svn-id: http://code.djangoproject.com/svn/django/trunk@296 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
d573cb021e69854d947dd988b6c9e492a688a377,"Fixed #112 -- WSGI handler now displays proper text status. Thanks, sune.kirkeby@gmail.com!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@297 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
c97efb6799168c8903fc1181ecada7fe9932dd1f,"Fixed #63 -- Refactored django.core.handlers into subclasses to remove duplicate code

git-svn-id: http://code.djangoproject.com/svn/django/trunk@298 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,3
c2a5c49ac279f1e0e2cdbec3de0d957893b9c839,"Fixed #153 -- Changed docs to use new ordering syntax

git-svn-id: http://code.djangoproject.com/svn/django/trunk@299 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,3
0bbe1f4425db3a20d88ad64161170a6227cd8909,"DateTimeShortcuts.js now calls the right dismiss function; thanks jhernandez

git-svn-id: http://code.djangoproject.com/svn/django/trunk@300 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
4ab1e196c44903f89d123a6055d3330100bfbc1c,"Fixed #169 -- Thanks, django@gimbo.org.uk

git-svn-id: http://code.djangoproject.com/svn/django/trunk@301 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
768c17eda0310b99daa75e05e7e1e00bb82fbc15,"Fixed #168 -- admin object history was assuming primary key was named 'id'. Thanks, clintecker@gmail.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@302 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
8bd30b01e401e7ed8ef87bf42bec2614e8d96570,"Added formfields/manipulators docs; added a few notes to the FAQ

git-svn-id: http://code.djangoproject.com/svn/django/trunk@303 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
371144f13401d8742876b77f5407011eb50f93d8,"A bunch of generics: documentation of generic views; cleaned up existing generic views, and added create/update generic views.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@304 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
1c947e50c92803e0a54fe7df7d32b5bd40ea54b6,"Cleaned up FAQ changes from [303]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@305 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
f6c4395329ea05a84e58d2f603fcf72b2b0604c7,"Copy-edited docs from [303] and [304]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@306 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
6c43b0e06c09b7311aeba850a9e5ca3596f62e96,"Fixed #195: generic views now allow callables in extra_context dicts -- thanks, Moof!


git-svn-id: http://code.djangoproject.com/svn/django/trunk@307 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,3
5498dbe519ea5e629d1a1818aa9d17946f51d326,"Fixed #196: date-based generic views now have a ""use_numeric_months"" option if you'd like to use numeric months in the urls.  Also fixed #183 while I was at it.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@308 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
12ffae6df4da6e8114649c493751c133c36bc313,"Fixed #197 -- thanks for finding that, mmarshall

git-svn-id: http://code.djangoproject.com/svn/django/trunk@309 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
a6ed088c62cc788c25e3fa8ef88e314a89db8fce,"Fixed #194 -- thanks, steadicat!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@310 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
48441f467f32fb36b20b45c88948bd19454df263,"Fixed #193 -- thanks (again), steadicat

git-svn-id: http://code.djangoproject.com/svn/django/trunk@311 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
7d574e8f7647a1ac8e2613c4be9c45adf4b5fc0e,"Removed 'use_numeric_months' parameter in generic date views (from [308]) in favor of something more powerful -- you can now provide month_format and day_format, which are format strings that specify how you expect the month and day to be formatted in the URL.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@312 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
1484f2e2255da321b4810cd06da527b57774e18a,"Fixed #207 -- thanks, Mathieu.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@313 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
e207378ad36caf0cb322bb264b569e0d915963f4,"Fixed #204 -- Changed 'django-admin createsuperuser' to disallow blank passwords

git-svn-id: http://code.djangoproject.com/svn/django/trunk@314 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
f14c98e44c388e7171977b9be8d70dd3176d7919,"Fixed #203 -- Added explicit comma to tutorial 2. Thanks, sirpete@iki.fi

git-svn-id: http://code.djangoproject.com/svn/django/trunk@315 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
786c750c40417a59449f1c5595fcc6b370ca7d4f,"Fixed #163 -- Added 'pk' database API option, which is a shorthand for (primary_key)__exact

git-svn-id: http://code.djangoproject.com/svn/django/trunk@316 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,14
63009faa141273726d124863053e3b5ab298c4f5,"Added 'ne' lookup type to docs/db-api

git-svn-id: http://code.djangoproject.com/svn/django/trunk@317 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
284948b9cf275b792369405747c1e112a0b94a48,"Fixed #166 -- Added an 'in' lookup type to the database API

git-svn-id: http://code.djangoproject.com/svn/django/trunk@318 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
ba3db4ca38fc81f066e74bb77d54ef277d74d756,"Removed Adrian's note in the docstring of django.utils.feedgenerator -- it's part of Django now

git-svn-id: http://code.djangoproject.com/svn/django/trunk@319 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8a86e7713f26f6e91a9a25615073321b9dd842eb,"Fixed #161 -- Log output for 'django-admin runserver' no longer includes admin media

git-svn-id: http://code.djangoproject.com/svn/django/trunk@320 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
5a3da949fa6825fd4f66becc3930272ea9432f69,"Fixed #198 -- istartswith and iendswith weren't working properly. Thanks, brantley

git-svn-id: http://code.djangoproject.com/svn/django/trunk@321 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
aeff2cb530fb2a0234bac4fb31aa650d4395f55a,"Fixed #93 -- Fixed 'django-admin startproject' to use os.path.join instead of string concatenation

git-svn-id: http://code.djangoproject.com/svn/django/trunk@322 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b23c63bcfeb870c46889fbf1d36874017c358c90,"Fixed #206 -- 'django-admin sqlclear' now deletes from admin log to prevent referential integrity violations

git-svn-id: http://code.djangoproject.com/svn/django/trunk@323 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
3c0c0e7317ebc5bb43faf8cdf24ca495ff154e91,"Fixed #162 -- Admin log now records repr() before calling delete(), instead of after calling it() -- thanks, mfenniak@pobox.com!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@324 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
fe91881e35db30dc61185c38cc0ab5c6a642e82f,"Fixed #159 -- Admin users no longer have to log in to go to the 'log out' page. Thanks, Manuzhai

git-svn-id: http://code.djangoproject.com/svn/django/trunk@325 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
6a12d65b97f7fea91783aa0157759c5ca41dbde6,"Changed admin logged_out template NOT to hard-code /admin/ as the 'Home'. Refs #158

git-svn-id: http://code.djangoproject.com/svn/django/trunk@326 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
18e420da02d5734fec41876a5f5e91cf1de8ca48,"Added breadcrumbs to password-reset and password-change admin templates

git-svn-id: http://code.djangoproject.com/svn/django/trunk@327 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
f188d5930d2af0d0a987266b511a3b5ff2048c9e,"Fixed #143 -- Clarified the need for an environment variable in tutorial 1. Thanks, sdelatorre@gmail.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@328 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
d8ef66b17d5361c2c56b3ae04af82f3a619b69e6,"Fixed #186 -- Refactored meta.py to remove duplicate code between function_get_list and function_get_iterator. Thanks, rmunn@pobox.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@329 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
d52db2d879a4ab7b9318c71a22efe83ab462ddc8,"Changed django.core.management.get_sql_delete to be more robust when many-to-many tables don't exist

git-svn-id: http://code.djangoproject.com/svn/django/trunk@330 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
9b983831752d61b340bc67b0be5d2c8c5dbfcb18,"Fixed #187 -- Made admin view handle one-to-one relationships in which the parent relationship doesn't have the 'admin' parameter set. Thanks, Moof

git-svn-id: http://code.djangoproject.com/svn/django/trunk@331 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
1d2ab3606848fb062554a53f33b24d8ce9adbd75,"Fixed bug for models with a ForeignKey('self') and order_with_respect_to

git-svn-id: http://code.djangoproject.com/svn/django/trunk@332 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
f5b605ab1b0074ea8bdda0063bd9fad77a76ab45,"Fixed #218 -- Fixed admin change-list column sorting

git-svn-id: http://code.djangoproject.com/svn/django/trunk@333 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
cf9efea2407bfab31cc930f665babe0fcb6ca5ff,"Whoop, left in an 'assert False' in [333]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@334 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
cae7ebe19f3b517ed463fff031973bd412ffa6a3,"Changed docs/install.txt to note SQLite support and requirement for pysqlite 2.0.3 or higher

git-svn-id: http://code.djangoproject.com/svn/django/trunk@335 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
daf8467b37f7aaae0b463b40a2c9d98f1f53c556,"Added first stab at model and DB-API unit tests

git-svn-id: http://code.djangoproject.com/svn/django/trunk@336 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,10
d4a9a4f83a4e4d94b7357666ee99eec0d3ef5486,"Fixed #223 -- Changed breadcrumbs in admin doc templates to use relative, not absolute, URLs. Thanks, Drew Amato

git-svn-id: http://code.djangoproject.com/svn/django/trunk@337 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,9
85d2b12bdff63a5c4b269b290904dd499f92a40f,"Added two more model test modules -- get_latest and lookup

git-svn-id: http://code.djangoproject.com/svn/django/trunk@339 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
9e64035796cb887391fcc968d74cb1317ab62794,"Changed admin views to output utf-8 charset explicitly

git-svn-id: http://code.djangoproject.com/svn/django/trunk@340 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
f6e75ab3cfbb4e806d00aa332ec9b149f6699556,"Added support for sqlite backend to test framework

git-svn-id: http://code.djangoproject.com/svn/django/trunk@341 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
a47794c82488c1cf307ee92aff0e5607e03ae0fc,"Changed model test framework to use meta.get_app() instead of a manual import

git-svn-id: http://code.djangoproject.com/svn/django/trunk@342 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
645111894657f12f0acc8be1f56676a461d81b6d,"Added equality test to 'basic' model unit test

git-svn-id: http://code.djangoproject.com/svn/django/trunk@343 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
33d5006cc7436363a01acbf3e2181ea317794939,"Added m2m_intermediary model unit test/example

git-svn-id: http://code.djangoproject.com/svn/django/trunk@344 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
5bfab1e1b200cfd732e91ea1106d4d9c363a14fe,"Small addition to m2m_intermediary model test

git-svn-id: http://code.djangoproject.com/svn/django/trunk@345 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
017b8753a63d141e1ba5cbed5e7a609a7e1a4bab,"Fixed #219 and #188 -- Database timestamp typecast no longer assumes '-' delineates the time zone

git-svn-id: http://code.djangoproject.com/svn/django/trunk@346 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
47ce61533a5364c6d45803a696d86cbcb1ed2b33,"Fixed #228 -- Better handling of timezones. Thanks, rmunn

git-svn-id: http://code.djangoproject.com/svn/django/trunk@347 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
5002b44f2872f87785d34eee6f2cc9e7d410a797,"Added tests.builddocs, which builds HTML documentation by introspecting the model unit tests

git-svn-id: http://code.djangoproject.com/svn/django/trunk@348 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
b3e8b20b3eb6af376e57036275bf326349ca6190,"Changed template in tests.builddocs

git-svn-id: http://code.djangoproject.com/svn/django/trunk@350 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
7b6c472167cb8e0f66286c75e76f4f326e5caa56,"Changed tests.builddocs to handle ReST double-backquotes (albeit naively)

git-svn-id: http://code.djangoproject.com/svn/django/trunk@351 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
b7643d009eea7547b7f65b20c27369bb223290fd,"Added 'API reference' section to generated model examples

git-svn-id: http://code.djangoproject.com/svn/django/trunk@352 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
716d00a31431add73bea0204cb5374947f71be87,"Small formatting tweak to generated model examples

git-svn-id: http://code.djangoproject.com/svn/django/trunk@353 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8b36eb11d392b0ef2d448a7295e2de11086c47a8,"Gave comments.FreeComment a get_absolute_url() method

git-svn-id: http://code.djangoproject.com/svn/django/trunk@354 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
04544c97b92b2de485c6de6675eb387fafb758c7,"Added one_to_one model unit test/example

git-svn-id: http://code.djangoproject.com/svn/django/trunk@355 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
2f0411569420e633f0ca3e662a8d4406afce0f91,"Added m2o_recursive and m2o_recursive2 model unit tests/examples

git-svn-id: http://code.djangoproject.com/svn/django/trunk@356 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
af95567c1425975353567acba8af6f14a8802276,"Improved error message in urlresolvers (fixes #240)

git-svn-id: http://code.djangoproject.com/svn/django/trunk@357 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
3aa33edeef66ae468eb10dd6b3d35e7053156c45,"Small formatting improvement to one_to_one model test

git-svn-id: http://code.djangoproject.com/svn/django/trunk@358 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
1a8fc57bf6e4b86fe047d04fea2efe50296634d0,"Fixed #214 -- Added get_values() and get_values_iterator() module-level functions to DB API. Thanks, rmunn

git-svn-id: http://code.djangoproject.com/svn/django/trunk@359 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
b307fb09bb615361ee296d0c1f8d1a7c4809f6dd,"Fixed #239 and #107 -- Changed model init() to use Field.get_default() if the value wasn't explicitly passed as a keyword argument. That means setting 'id=None' is no longer necessary, and you can leave off fields if you want them to have default values set.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@360 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,5
a4438d74f666e1f5b9e8e0c13463ec5e62a1e11f,"Changed custom_methods model test/doc to add explanation of what Article(*row) means, for Python beginners

git-svn-id: http://code.djangoproject.com/svn/django/trunk@363 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
7c738177dc061db656f79c7965a67ec269d6cc53,"Fixed typo in tutorial03 -- thanks, Robin Munn

git-svn-id: http://code.djangoproject.com/svn/django/trunk@364 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
d62f31228b3f9bffde707124d28d755239b78fd0,"Clarified Tutorial 3 to explain settings have changed -- thanks, Robin Munn

git-svn-id: http://code.djangoproject.com/svn/django/trunk@365 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8483f0aa047d4bff51e994e06e2ecf0365749830,"Additional clarification to [365]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@366 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
440a2a97e9a8420ddf6186d4e948662bb3015e7d,"Added framework for writing non-model-based tests, and added tests for cache and templates
from the old django/tests location (which has been removed).


git-svn-id: http://code.djangoproject.com/svn/django/trunk@367 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,9
c73f4cd48697b7680fa95acb47f74720a1dce68f,"Removed tests/builddocs in favor of integrating it into the documentation builder for the site in general

git-svn-id: http://code.djangoproject.com/svn/django/trunk@371 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
77faac0cb7719bc84aa5653a6179a6e7c0bf4bf9,"Changed SEND_BROKEN_LINK_EMAILS from True to False in global_settings -- it was causing too much confusion with improperly configured/missing mail servers

git-svn-id: http://code.djangoproject.com/svn/django/trunk@376 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
006e9e789baabdf3c5077e2ab39747f217ddf659,"Fixed #180 -- Removed 'enctype' from FREE_COMMENT_FORM template in contrib.comments.templatetags

git-svn-id: http://code.djangoproject.com/svn/django/trunk@377 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
e0c3dd3318f6f4895554521c6bf69676635b1937,"Refactored meta.py -- created a django.core.meta package, with init.py and fields.py

git-svn-id: http://code.djangoproject.com/svn/django/trunk@378 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,8
a9331211c8566480e4367ee58770f62d0ac7366b,"Modified custom_methods test to use date() instead of datetime()

git-svn-id: http://code.djangoproject.com/svn/django/trunk@379 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
6656806f42f6c97264a65b2bbc9ba2cfb746bca3,"Fixed duplicate code bug in docs/overview.txt -- thanks, James Kew

git-svn-id: http://code.djangoproject.com/svn/django/trunk@380 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
6950f4f8ddc1388576e8b0bf23f8ef952c3bf0e3,"Fixed small typo in docs/overview.txt -- thanks, Trent

git-svn-id: http://code.djangoproject.com/svn/django/trunk@381 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
e73c734336be21dcba127ef322435edf81c5adbc,"Added 'Can I use Django with a pre-existing database?' to the FAQ

git-svn-id: http://code.djangoproject.com/svn/django/trunk@382 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
1510ca1a80f811d6e681a880d7e49d413ce8afb4,"Fixed #227 -- the sqlite backend now correctly typecasts unicode objects to bytestrings (thanks hugo)

git-svn-id: http://code.djangoproject.com/svn/django/trunk@383 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
d9401b78f11b47c5daa95a4fa60925b3fed50203,"Added first stab at 'django-admin.py inspectdb', which takes a database name and introspects the tables, outputting a Django model. Works in PostgreSQL and MySQL. It's missing some niceties at the moment, such as detection of primary-keys and relationships, but it works. Refs #90.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@384 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,6
2e83364965d2684f0361cbc37617e0cab0fcc104,"Calendar next/prev popups now work in Safari (fixed #2)

git-svn-id: http://code.djangoproject.com/svn/django/trunk@385 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b3b27d25932b994e1d1834479d2b79bb1284c6ba,"Removed id field from auth.Message model -- it's implied

git-svn-id: http://code.djangoproject.com/svn/django/trunk@386 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
623863d0a4e0c850196a863c646a2fe3ef178791,"Fixed #105 -- collapsable fieldsets now work in both ways (thanks, Simon)

git-svn-id: http://code.djangoproject.com/svn/django/trunk@387 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
51aba5deafd276663064f0796b25d5e512a07336,"Removed redundant verbose names from auth and core models, because they're no longer required

git-svn-id: http://code.djangoproject.com/svn/django/trunk@388 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
72e32b31f23415af8cc7a400f072c70f6b4bc6cc,"Fixed #249 -- Added our IRC nicks to docs/faq.txt. Good idea, espen

git-svn-id: http://code.djangoproject.com/svn/django/trunk@389 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
ffc3edd79ee4abc7a22ea07f0660322f50306334,"Fixed a subtle bug with the {% load %} tag: if a tag/filter was removed from template.registered_tags/filters, {% load %} would fail (since module-level code is only run on an initial import).  {% load %} now reloads the module, which makes sure that the tag always works even when someone's been doing something screwy.  This fixes #242 (and wouldn't had been found without it, so much thanks).


git-svn-id: http://code.djangoproject.com/svn/django/trunk@390 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
ce0d0cd9e2cd5ac9850d825f28db39b1e123ac1e,"Made a bunch of fixes to auto-generated admin documentation:

    * Views are no longer ""doubled""
    * Links work better (view -> model links and friends were broken)
    * Performance has been improved so now the pages no longer need to be cached.
    


git-svn-id: http://code.djangoproject.com/svn/django/trunk@391 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,7
49c670871634e78d588cba21f84b094479f2aa4f,"Added doc view for templates that will show the search path for a given template on each site

git-svn-id: http://code.djangoproject.com/svn/django/trunk@392 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
3af4730419132ce91841b5a16d620bb7c3bc0818,"Fixed #252 -- Updated shared-hosting FAQ. Thanks, Matt Croydon

git-svn-id: http://code.djangoproject.com/svn/django/trunk@393 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
c0451036ac3823de742fecfc48234775e1cfd333,"Changed faq to say explicitly that db.queries includes all SQL statements

git-svn-id: http://code.djangoproject.com/svn/django/trunk@394 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
f4e4ae96cb69d616af6f7009512cdcd2cb7c1e39,"Improved 'django-admin inspectdb' so that it detects ForeignKey relationships -- PostgreSQL only

git-svn-id: http://code.djangoproject.com/svn/django/trunk@395 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,6
